"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CHEFZ_CAT_CREAM_SAUCE","Cream Sauce","Cream Sauce","Smetanová omáčka","Rahmsauce","Сливочный соус","Sos śmietanowy","Tejszínes szósz","Salsa alla panna","Salsa de nata","Sauce à la crème","鮮奶油醬汁","クリームソース","Molho de natas","奶油酱汁",
"STR_CHEFZ_CAT_BROTH","Broth","Broth","Vývar","Brühe","Бульон","Bulion","Alaplé","Brodo","Caldo","Bouillon","高湯","だし汁","Caldo","高汤",
"STR_CHEFZ_CAT_MUSHROOM","Mushroom","Mushroom","Houba","Pilz","Грибы","Grzyb","Gomba","Fungo","Seta","Champignon","菇類","きのこ","Cogumelo","蘑菇",
"STR_CHEFZ_CAT_CREAM","Cream","Cream","Smetana","Sahne","Сливки","Śmietana","Tejszín","Panna","Nata","Crème","鮮奶油","生クリーム","Natas","奶油",
"STR_CHEFZ_CAT_BUTTER","Butter","Butter","Máslo","Butter","Сливочное масло","Masło","Vaj","Burro","Mantequilla","Beurre","奶油","バター","Manteiga","黄油",
"STR_CHEFZ_CAT_TOMATO","Tomato","Tomato","Rajče","Tomate","Помидор","Pomidor","Paradicsom","Pomodoro","Tomate","Tomate","番茄","トマト","Tomate","西红柿",
"STR_CHEFZ_TAG_SAUCE_BASE","Sauce Base","Sauce Base","Základ omáčky","Saucenbasis","Основа для соуса","Baza sosu","Szószalap","Base per salsa","Base de salsa","Base de sauce","醬汁基底","ソースのベース","Base de molho","酱汁基底",
"STR_CHEFZ_TAG_CREAMY","Creamy","Creamy","Smetanové","Sahnig","Сливочное","Śmietanowy","Tejszínes","Cremoso","Cremoso","Crémeux","濃郁滑順","クリーミー","Cremoso","浓郁顺滑",
"STR_CHEFZ_TAG_MUSHROOM","Mushroom","Mushroom","Houba","Pilzig","Грибы","Grzyb","Gomba","Fungo","Seta","Champignon","菇類","きのこ","Cogumelo","蘑菇",
"STR_CHEFZ_ITEM_EMPTYPLATE0","Empty Plate","Empty Plate","Prázdný talíř","Leerer Teller","Пустая тарелка","Pusty talerz","Üres tányér","Piatto vuoto","Plato vacío","Assiette vide","空盤子","空の皿","Prato vazio","空盘子",
"STR_CHEFZ_ITEM_EMPTYPLATE1","A carved wooden plate. Hold one while taking a portion, and you get it back once the meal is finished.","A carved wooden plate. Hold one while taking a portion, and you get it back once the meal is finished.","Vyřezávaný dřevěný talíř. Měj ho u sebe při nabírání porce a po dojedení ho dostaneš zpátky.","Ein geschnitzter Holzteller. Wer ihn beim Entnehmen einer Portion dabei hat, bekommt ihn nach der Mahlzeit zurück.","Вырезанная деревянная тарелка. Держи её при себе, когда берёшь порцию: после еды она вернётся.","Rzeźbiony drewniany talerz. Miej go przy sobie, nabierając porcję, a po posiłku wróci do ciebie.","Fából faragott tányér. Tartsd magadnál, amikor adagot veszel, és az étkezés után visszakapod.","Un piatto di legno intagliato. Tienilo con te quando prendi una porzione: a pasto finito lo riavrai.","Un plato de madera tallada. Llévalo encima al servirte una ración y lo recuperarás al terminar la comida.","Une assiette taillée dans le bois. Gardez-la sur vous en prenant une portion : vous la récupérez une fois le repas terminé.","一只手工削製的木盤。盛取份量時帶在身上，吃完後就會回到你手裡。","削り出した木の皿。取り分けるときに持っていれば、食べ終えたあとに戻ってくる。","Um prato de madeira entalhada. Leve-o consigo ao servir uma porção; volta para si quando a refeição acabar.","一只手工削制的木盘。盛取份量时带在身上，吃完后就会回到你手里。",
"STR_CHEFZ_ITEM_EMPTYBOWL0","Empty Bowl","Empty Bowl","Prázdná miska","Leere Schüssel","Пустая миска","Pusta miska","Üres tál","Ciotola vuota","Cuenco vacío","Bol vide","空碗","空の器","Tigela vazia","空碗",
"STR_CHEFZ_ITEM_EMPTYBOWL1","A carved wooden bowl. Needed to take a portion out of a pot or cauldron; it comes back when the bowl is empty.","A carved wooden bowl. Needed to take a portion out of a pot or cauldron; it comes back when the bowl is empty.","Vyřezávaná dřevěná miska. Potřebuješ ji, abys nabral porci z hrnce nebo kotlíku; jakmile je prázdná, vrátí se ti.","Eine geschnitzte Holzschüssel. Nötig, um eine Portion aus Topf oder Kessel zu nehmen; sie kommt zurück, sobald sie leer ist.","Вырезанная деревянная миска. Нужна, чтобы набрать порцию из котелка или котла; когда опустеет, вернётся к тебе.","Rzeźbiona drewniana miska. Potrzebna, by nabrać porcję z garnka lub kotła; wraca, gdy zostanie opróżniona.","Fából faragott tál. Kell ahhoz, hogy adagot merj a fazékból vagy az üstből; ha kiürül, visszakapod.","Una ciotola di legno intagliato. Serve per prendere una porzione da una pentola o da un calderone; torna indietro quando è vuota.","Un cuenco de madera tallada. Hace falta para servirse una ración de una olla o un caldero; vuelve cuando queda vacío.","Un bol taillé dans le bois. Nécessaire pour prendre une portion dans une marmite ou un chaudron ; il revient une fois vide.","一只手工削製的木碗。從鍋子或大釜裡盛取份量時需要它；碗一空就會回來。","削り出した木の器。鍋や大釜から取り分けるのに必要。空になれば手元に戻る。","Uma tigela de madeira entalhada. Necessária para tirar uma porção de uma panela ou caldeirão; volta assim que ficar vazia.","一只手工削制的木碗。从锅子或大釜里盛取份量时需要它；碗一空就会回来。",
"STR_CHEFZ_ITEM_EMPTYCAN0","Empty Can","Empty Can","Prázdná konzerva","Leere Dose","Пустая консервная банка","Pusta puszka","Üres konzervdoboz","Barattolo vuoto","Lata vacía","Boîte de conserve vide","空罐頭","空き缶","Lata vazia","空罐头",
"STR_CHEFZ_ITEM_EMPTYCAN1","A tin can. Whatever is sealed inside keeps for a long time - but the can is used up in the process.","A tin can. Whatever is sealed inside keeps for a long time - but the can is used up in the process.","Plechová konzerva. Co se do ní zavaří, vydrží dlouho - konzerva se tím ale spotřebuje.","Eine Blechdose. Was darin eingeschlossen wird, hält lange - die Dose selbst geht dabei drauf.","Жестяная банка. Всё, что в неё закатано, хранится долго - но сама банка при этом расходуется.","Blaszana puszka. Co w niej zamknięte, trzyma się długo - ale puszka idzie przy tym na straty.","Bádogdoboz. Ami bele van zárva, sokáig eláll - a doboz viszont rámegy.","Un barattolo di latta. Ciò che viene sigillato dentro dura a lungo - ma il barattolo si consuma.","Una lata de hojalata. Lo que se sella dentro aguanta mucho tiempo - pero la lata se gasta en ello.","Une boîte en fer-blanc. Ce qui y est scellé se conserve longtemps - mais la boîte y passe.","一只馬口鐵罐。封在裡面的東西能放很久 - 罐子本身卻報銷了。","ブリキの缶。中に密封したものは長く持つ - だが缶そのものは使い切りだ。","Uma lata de folha de flandres. O que fica selado lá dentro dura muito tempo - mas a lata perde-se no processo.","一只马口铁罐。封在里面的东西能放很久 - 罐子本身却报销了。",
"STR_CHEFZ_ITEM_EMPTYJAR0","Empty Jar","Empty Jar","Prázdná zavařovací sklenice","Leeres Einmachglas","Пустая стеклянная банка","Pusty słoik","Üres befőttesüveg","Barattolo di vetro vuoto","Tarro vacío","Bocal vide","空玻璃罐","空の保存瓶","Frasco vazio","空玻璃罐",
"STR_CHEFZ_ITEM_EMPTYJAR1","A glass jar with a lid. Preserves keep far longer in it, and the jar can be used again.","A glass jar with a lid. Preserves keep far longer in it, and the jar can be used again.","Skleněná sklenice s víčkem. Zavařenina v ní vydrží mnohem déle a sklenici lze použít znovu.","Ein Glas mit Deckel. Eingemachtes hält darin deutlich länger, und das Glas lässt sich wiederverwenden.","Стеклянная банка с крышкой. Заготовки хранятся в ней куда дольше, а саму банку можно использовать снова.","Szklany słoik z zakrętką. Przetwory trzymają się w nim znacznie dłużej, a słoik nadaje się do ponownego użycia.","Csavaros tetejű befőttesüveg. A befőtt sokkal tovább eláll benne, és az üveg újra használható.","Un barattolo di vetro con coperchio. Le conserve durano molto più a lungo e il barattolo si può riutilizzare.","Un tarro de cristal con tapa. Las conservas duran mucho más en él y el tarro se puede reutilizar.","Un bocal en verre avec couvercle. Les conserves s'y gardent bien plus longtemps, et le bocal est réutilisable.","一只帶蓋的玻璃罐。醃漬保存的東西在裡面能放得更久，罐子還能再用。","ふた付きのガラス瓶。保存食ははるかに長く持ち、瓶は繰り返し使える。","Um frasco de vidro com tampa. As conservas duram muito mais nele, e o frasco pode ser reutilizado.","一只带盖的玻璃罐。腌渍保存的东西在里面能放得更久，罐子还能再用。",
"STR_CHEFZ_ITEM_EMPTYBOX0","Empty Food Box","Empty Food Box","Prázdná krabice na potraviny","Leere Lebensmittelbox","Пустая коробка для продуктов","Puste pudełko na żywność","Üres élelmiszeres doboz","Scatola per alimenti vuota","Caja de alimentos vacía","Boîte alimentaire vide","空食物紙盒","空の食品箱","Caixa de alimentos vazia","空食物纸盒",
"STR_CHEFZ_ITEM_EMPTYBOX1","A cardboard box for dry goods. Keeps moisture out, not time.","A cardboard box for dry goods. Keeps moisture out, not time.","Kartonová krabice na suché zásoby. Zadrží vlhkost, ne čas.","Eine Pappbox für Trockenware. Hält Feuchtigkeit ab, nicht die Zeit.","Картонная коробка для сухих припасов. Держит влагу снаружи, но не время.","Kartonowe pudełko na suche produkty. Zatrzyma wilgoć, nie czas.","Kartondoboz száraz áruhoz. A nedvességet kizárja, az időt nem.","Una scatola di cartone per alimenti secchi. Tiene fuori l'umidità, non il tempo.","Una caja de cartón para productos secos. Deja fuera la humedad, no el tiempo.","Une boîte en carton pour les denrées sèches. Elle arrête l'humidité, pas le temps.","裝乾貨用的紙板盒。擋得住潮氣，擋不住時間。","乾物を入れる段ボール箱。湿気は防げても、時間は防げない。","Uma caixa de cartão para mantimentos secos. Trava a humidade, não o tempo.","装干货用的纸板盒。挡得住潮气，挡不住时间。",
"STR_CHEFZ_PROC_CARVE_PLATE","Carve Plate","Carve Plate","Vyřezat talíř","Teller schnitzen","Вырезать тарелку","Wystrugać talerz","Tányért farag","Intagliare un piatto","Tallar un plato","Tailler une assiette","削製木盤","皿を削り出す","Entalhar um prato","削制木盘",
"STR_CHEFZ_PROC_CARVE_BOWL","Carve Bowl","Carve Bowl","Vyřezat misku","Schüssel schnitzen","Вырезать миску","Wystrugać miskę","Tálat farag","Intagliare una ciotola","Tallar un cuenco","Tailler un bol","削製木碗","器を削り出す","Entalhar uma tigela","削制木碗",
"STR_CHEFZ_PROC_CARVE_BOWL_BARK","Carve Bark Bowl","Carve Bark Bowl","Vyřezat misku z kůry","Schale aus Rinde schnitzen","Вырезать миску из коры","Wystrugać miskę z kory","Tálat farag kéregből","Intagliare una ciotola di corteccia","Tallar un cuenco de corteza","Tailler un bol dans l'écorce","用樹皮削製木碗","樹皮から器を削り出す","Entalhar uma tigela de casca","用树皮削制木碗",
"STR_CHEFZ_PROC_FOLD_BOX","Fold Food Box","Fold Food Box","Složit krabici na potraviny","Lebensmittelbox falten","Сложить коробку для продуктов","Złożyć pudełko na żywność","Élelmiszeres dobozt hajtogat","Piegare una scatola per alimenti","Plegar una caja de alimentos","Plier une boîte alimentaire","摺製食物紙盒","食品箱を折る","Dobrar uma caixa de alimentos","折制食物纸盒",
"STR_CHEFZ_PROC_CUT_CANS","Cut Cans from Sheet Metal","Cut Cans from Sheet Metal","Nařezat konzervy z plechu","Dosen aus Blech sägen","Нарезать банки из листа железа","Wyciąć puszki z blachy","Konzervdobozokat vág lemezből","Tagliare barattoli dalla lamiera","Cortar latas de la chapa","Découper des boîtes dans la tôle","從鐵皮鋸出罐頭罐","鉄板から缶を切り出す","Cortar latas da chapa","从铁皮锯出罐头罐",
"STR_CHEFZ_ITEM_TACTICALBREAKFAST","Tactical Bacon Breakfast","Tactical Bacon Breakfast","Snídaně s taktickou slaninou","Tactical Bacon Breakfast","Завтрак с тактическим беконом","Śniadanie z taktycznym boczkiem","Reggeli taktikai szalonnával","Colazione con bacon tattico","Desayuno de beicon táctico","Petit-déjeuner au bacon tactique","戰術培根早餐","タクティカルベーコンの朝食","Pequeno-almoço de bacon tático","战术培根早餐",
"STR_CHEFZ_ITEM_TACTICALBREAKFAST_DESC","Bacon from the can, a fried egg and bread. The best twenty minutes of a bad day.","Bacon from the can, a fried egg and bread. The best twenty minutes of a bad day.","Slanina z konzervy, sázené vejce a chleba. Nejlepších dvacet minut mizerného dne.","Speck aus der Dose, ein Spiegelei und Brot. Die besten zwanzig Minuten eines schlechten Tages.","Бекон из банки, яичница-глазунья и хлеб. Лучшие двадцать минут скверного дня.","Boczek z puszki, jajko sadzone i chleb. Najlepsze dwadzieścia minut kiepskiego dnia.","Konzervszalonna, tükörtojás és kenyér. Egy rossz nap legjobb húsz perce.","Bacon dal barattolo, un uovo fritto e pane. I venti minuti migliori di una brutta giornata.","Beicon de lata, un huevo frito y pan. Los mejores veinte minutos de un mal día.","Du bacon en boîte, un œuf au plat et du pain. Les vingt meilleures minutes d'une mauvaise journée.","罐頭培根、一顆煎蛋和麵包。糟糕的一天裡最好的二十分鐘。","缶詰のベーコン、目玉焼き、そしてパン。ひどい一日の中で、いちばんましな二十分。","Bacon de lata, um ovo estrelado e pão. Os melhores vinte minutos de um dia mau.","罐头培根、一颗煎蛋和面包。糟糕的一天里最好的二十分钟。",
"STR_CHEFZ_ITEM_TACTICALBREAKFAST_BULK","Tactical Bacon Breakfast (Cookware)","Tactical Bacon Breakfast (Cookware)","Snídaně s taktickou slaninou (nádobí)","Tactical Bacon Breakfast (Kochgerät)","Завтрак с тактическим беконом (посуда)","Śniadanie z taktycznym boczkiem (naczynie)","Reggeli taktikai szalonnával (főzőedény)","Colazione con bacon tattico (pentola)","Desayuno de beicon táctico (utensilio)","Petit-déjeuner au bacon tactique (ustensile)","戰術培根早餐 (鍋具)","タクティカルベーコンの朝食 (調理器具)","Pequeno-almoço de bacon tático (utensílio)","战术培根早餐 (炊具)",
"STR_CHEFZ_ITEM_TACTICALBREAKFAST_BULK_DESC","Bacon from the can, a fried egg and bread. The best twenty minutes of a bad day. Still in the cookware - take a portion onto a plate.","Bacon from the can, a fried egg and bread. The best twenty minutes of a bad day. Still in the cookware - take a portion onto a plate.","Slanina z konzervy, sázené vejce a chleba. Nejlepších dvacet minut mizerného dne. Pořád v nádobí - naber si porci na talíř.","Speck aus der Dose, ein Spiegelei und Brot. Die besten zwanzig Minuten eines schlechten Tages. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Бекон из банки, яичница-глазунья и хлеб. Лучшие двадцать минут скверного дня. Ещё в посуде - возьми порцию на тарелку.","Boczek z puszki, jajko sadzone i chleb. Najlepsze dwadzieścia minut kiepskiego dnia. Wciąż w naczyniu - nałóż porcję na talerz.","Konzervszalonna, tükörtojás és kenyér. Egy rossz nap legjobb húsz perce. Még a főzőedényben van - szedj egy adagot tányérra.","Bacon dal barattolo, un uovo fritto e pane. I venti minuti migliori di una brutta giornata. Ancora nella pentola - prendine una porzione nel piatto.","Beicon de lata, un huevo frito y pan. Los mejores veinte minutos de un mal día. Aún está en el utensilio - sírvete una ración en un plato.","Du bacon en boîte, un œuf au plat et du pain. Les vingt meilleures minutes d'une mauvaise journée. Encore dans l'ustensile - servez-vous une portion dans une assiette.","罐頭培根、一顆煎蛋和麵包。糟糕的一天裡最好的二十分鐘。還在鍋具裡 - 盛一份到盤子上。","缶詰のベーコン、目玉焼き、そしてパン。ひどい一日の中で、いちばんましな二十分。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Bacon de lata, um ovo estrelado e pão. Os melhores vinte minutos de um dia mau. Ainda está no utensílio - sirva uma porção num prato.","罐头培根、一颗煎蛋和面包。糟糕的一天里最好的二十分钟。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_SCRAMBLEDEGGSAUSAGE","Scrambled Eggs with Sausage","Scrambled Eggs with Sausage","Míchaná vejce s klobásou","Rührei mit Wurst","Яичница-болтунья с колбасой","Jajecznica z kiełbasą","Rántotta kolbásszal","Uova strapazzate con salsiccia","Huevos revueltos con salchicha","Œufs brouillés à la saucisse","香腸炒蛋","ソーセージ入りスクランブルエッグ","Ovos mexidos com salsicha","香肠炒蛋",
"STR_CHEFZ_ITEM_SCRAMBLEDEGGSAUSAGE_DESC","Eggs beaten with milk, sausage folded in. Filling and unexpectedly rich in water.","Eggs beaten with milk, sausage folded in. Filling and unexpectedly rich in water.","Vejce rozšlehaná s mlékem, do toho vmíchaná klobása. Zasytí a nečekaně dodá i vodu.","Eier mit Milch verquirlt, Wurst untergehoben. Sättigend und überraschend wasserreich.","Яйца, взбитые с молоком, с вмешанной колбасой. Сытно и неожиданно много влаги.","Jajka roztrzepane z mlekiem, z wmieszaną kiełbasą. Sycące i zaskakująco bogate w wodę.","Tejjel felvert tojás, beleforgatott kolbásszal. Laktató, és meglepően sok vizet ad.","Uova sbattute con il latte e salsiccia incorporata. Sazia e, a sorpresa, disseta parecchio.","Huevos batidos con leche y salchicha incorporada. Llena y, sorprendentemente, aporta mucha agua.","Des œufs battus au lait, avec de la saucisse incorporée. Nourrissant et étonnamment riche en eau.","蛋加牛奶打散，拌入香腸。頂飽，含水量還意外地高。","牛乳で溶いた卵に、ソーセージを混ぜ込んだ。腹にたまり、意外なほど水分も多い。","Ovos batidos com leite e salsicha envolvida. Enche e, surpreendentemente, hidrata bem.","蛋加牛奶打散，拌入香肠。顶饱，含水量还意外地高。",
"STR_CHEFZ_ITEM_SCRAMBLEDEGGSAUSAGE_BULK","Scrambled Eggs with Sausage (Cookware)","Scrambled Eggs with Sausage (Cookware)","Míchaná vejce s klobásou (nádobí)","Rührei mit Wurst (Kochgerät)","Яичница-болтунья с колбасой (посуда)","Jajecznica z kiełbasą (naczynie)","Rántotta kolbásszal (főzőedény)","Uova strapazzate con salsiccia (pentola)","Huevos revueltos con salchicha (utensilio)","Œufs brouillés à la saucisse (ustensile)","香腸炒蛋 (鍋具)","ソーセージ入りスクランブルエッグ (調理器具)","Ovos mexidos com salsicha (utensílio)","香肠炒蛋 (炊具)",
"STR_CHEFZ_ITEM_SCRAMBLEDEGGSAUSAGE_BULK_DESC","Eggs beaten with milk, sausage folded in. Filling and unexpectedly rich in water. Still in the cookware - take a portion onto a plate.","Eggs beaten with milk, sausage folded in. Filling and unexpectedly rich in water. Still in the cookware - take a portion onto a plate.","Vejce rozšlehaná s mlékem, do toho vmíchaná klobása. Zasytí a nečekaně dodá i vodu. Pořád v nádobí - naber si porci na talíř.","Eier mit Milch verquirlt, Wurst untergehoben. Sättigend und überraschend wasserreich. Steht noch im Kochgerät - nimm eine Portion auf einen Teller.","Яйца, взбитые с молоком, с вмешанной колбасой. Сытно и неожиданно много влаги. Ещё в посуде - возьми порцию на тарелку.","Jajka roztrzepane z mlekiem, z wmieszaną kiełbasą. Sycące i zaskakująco bogate w wodę. Wciąż w naczyniu - nałóż porcję na talerz.","Tejjel felvert tojás, beleforgatott kolbásszal. Laktató, és meglepően sok vizet ad. Még a főzőedényben van - szedj egy adagot tányérra.","Uova sbattute con il latte e salsiccia incorporata. Sazia e, a sorpresa, disseta parecchio. Ancora nella pentola - prendine una porzione nel piatto.","Huevos batidos con leche y salchicha incorporada. Llena y, sorprendentemente, aporta mucha agua. Aún está en el utensilio - sírvete una ración en un plato.","Des œufs battus au lait, avec de la saucisse incorporée. Nourrissant et étonnamment riche en eau. Encore dans l'ustensile - servez-vous une portion dans une assiette.","蛋加牛奶打散，拌入香腸。頂飽，含水量還意外地高。還在鍋具裡 - 盛一份到盤子上。","牛乳で溶いた卵に、ソーセージを混ぜ込んだ。腹にたまり、意外なほど水分も多い。まだ調理器具の中だ - 一人前を皿に取り分けよう。","Ovos batidos com leite e salsicha envolvida. Enche e, surpreendentemente, hidrata bem. Ainda está no utensílio - sirva uma porção num prato.","蛋加牛奶打散，拌入香肠。顶饱，含水量还意外地高。还在炊具里 - 盛一份到盘子上。",
"STR_CHEFZ_ITEM_FARMERSBREAKFAST","Farmer's Breakfast","Farmer's Breakfast","Selská snídaně","Bauernfrühstück","Крестьянский завтрак","Śniadanie chłopskie","Parasztreggeli","Colazione del contadino","Desayuno del granjero","Petit-déjeuner du fermier","農夫早餐","農夫の朝食","Pequeno-almoço do lavrador","农夫早餐",
