"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CHEFZ_ITEM_RAWSALT","Raw Salt","Raw Salt","Surová sůl","Rohsalz","Сырая соль","Sól surowa","Nyers só","Sale grezzo","Sal en bruto","Sel brut","粗鹽","粗塩","Sal bruto","粗盐",
"STR_CHEFZ_ITEM_RAWSALT_DESC","Damp, coarse salt straight from the boiling pan. Dry it before it is worth anything.","Damp, coarse salt straight from the boiling pan. Dry it before it is worth anything.","Vlhká hrubá sůl přímo z varné pánve. Dokud neuschne, není k ničemu.","Feuchtes, grobes Salz direkt aus der Siedepfanne. Erst getrocknet ist es etwas wert.","Влажная крупная соль прямо из выварочной сковороды. Пока не высушишь, толку от неё нет.","Wilgotna, gruba sól prosto z panwi warzelniczej. Dopóki nie wyschnie, jest bezwartościowa.","Nedves, durva szemű só egyenesen a főzőüstből. Amíg meg nem szárad, semmit sem ér.","Sale grosso e umido appena uscito dalla caldaia. Finché non è asciutto non vale nulla.","Sal gruesa y húmeda recién salida del caldero. Hasta que no se seca no vale nada.","Sel humide et grossier tout juste sorti de la poêle à saumure. Il ne vaut rien tant qu'il n'est pas sec.","剛從煮鹽鍋裡撈出的粗鹽，還帶著水氣。曬乾前一文不值。","煮塩の鍋から上げたばかりの湿った粗塩。乾かさなければ使い物にならない。","Sal grosso e úmido, recém-saído do tacho. Só vale alguma coisa depois de seco.","刚从煮盐锅里捞出的粗盐，还带着水气。晒干前一文不值。",
"STR_CHEFZ_ITEM_SALT","Salt","Salt","Sůl","Salz","Соль","Sól","Só","Sale","Sal","Sel","鹽","塩","Sal","盐",
"STR_CHEFZ_ITEM_SALT_DESC","Dried salt. Seasons, cures and preserves - and everyone wants it.","Dried salt. Seasons, cures and preserves - and everyone wants it.","Vysušená sůl. Koření, nakládá a konzervuje - a chce ji každý.","Getrocknetes Salz. Würzt, pökelt, konserviert - und jeder will es haben.","Высушенная соль. Приправляет, солит и сохраняет - и нужна всем.","Wysuszona sól. Przyprawia, pekluje i konserwuje - i każdy jej chce.","Szárított só. Fűszerez, pácol és tartósít - és mindenkinek kell.","Sale essiccato. Insaporisce, cura e conserva - e lo vogliono tutti.","Sal seca. Sazona, cura y conserva - y todo el mundo la quiere.","Sel séché. Il assaisonne, saumure et conserve - et tout le monde en veut.","曬乾的鹽。調味、醃製、防腐 - 人人都想要。","乾かした塩。味を付け、漬け込み、保存する - 誰もが欲しがる。","Sal seco. Tempera, cura e conserva - e todos o querem.","晒干的盐。调味、腌制、防腐 - 人人都想要。",
"STR_CHEFZ_CAT_SALT","Salt","Salt","Sůl","Salz","Соль","Sól","Só","Sale","Sal","Sel","鹽類","塩類","Sal","盐类",
"STR_CHEFZ_ITEM_DRIEDPARSLEY","Dried Parsley","Dried Parsley","Sušená petržel","Getrocknete Petersilie","Сушёная петрушка","Suszona pietruszka","Szárított petrezselyem","Prezzemolo essiccato","Perejil seco","Persil séché","乾燥歐芹","乾燥パセリ","Salsa seca","干欧芹",
"STR_CHEFZ_ITEM_DRIEDPARSLEY_DESC","Dried parsley. Keeps for a long time and goes into herb mix.","Dried parsley. Keeps for a long time and goes into herb mix.","Sušená petržel. Dlouho vydrží a patří do bylinkové směsi.","Getrocknete Petersilie. Lange haltbar und Teil der Kräutermischung.","Сушёная петрушка. Хранится долго и идёт в травяную смесь.","Suszona pietruszka. Długo się trzyma i wchodzi w skład mieszanki ziół.","Szárított petrezselyem. Sokáig eláll, és a fűszernövény-keverék része.","Prezzemolo essiccato. Si conserva a lungo e finisce nel misto di erbe.","Perejil seco. Aguanta mucho y entra en la mezcla de hierbas.","Persil séché. Se garde longtemps et entre dans le mélange d'herbes.","乾燥歐芹。耐放，是香草混合料的成分之一。","乾燥させたパセリ。長持ちし、ハーブミックスの材料になる。","Salsa seca. Dura muito tempo e entra na mistura de ervas.","干欧芹。耐放，是香草混合料的成分之一。",
"STR_CHEFZ_ITEM_DRIEDDILL","Dried Dill","Dried Dill","Sušený kopr","Getrockneter Dill","Сушёный укроп","Suszony koperek","Szárított kapor","Aneto essiccato","Eneldo seco","Aneth séché","乾燥蒔蘿","乾燥ディル","Endro seco","干莳萝",
"STR_CHEFZ_ITEM_DRIEDDILL_DESC","Dried dill. For fish, potatoes and pickled food.","Dried dill. For fish, potatoes and pickled food.","Sušený kopr. K rybám, bramborám a nakládané zelenině.","Getrockneter Dill. Für Fisch, Kartoffeln und Eingelegtes.","Сушёный укроп. К рыбе, картофелю и солениям.","Suszony koperek. Do ryb, ziemniaków i kiszonek.","Szárított kapor. Halhoz, burgonyához és savanyúságokhoz.","Aneto essiccato. Per pesce, patate e sottaceti.","Eneldo seco. Para pescado, patatas y encurtidos.","Aneth séché. Pour le poisson, les pommes de terre et les conserves au vinaigre.","乾燥蒔蘿。適合魚類、馬鈴薯與醃漬食品。","乾燥ディル。魚、ジャガイモ、漬物に。","Endro seco. Para peixe, batatas e conservas.","干莳萝。适合鱼类、土豆与腌渍食品。",
"STR_CHEFZ_ITEM_DRIEDTHYME","Dried Thyme","Dried Thyme","Sušený tymián","Getrockneter Thymian","Сушёный тимьян","Suszony tymianek","Szárított kakukkfű","Timo essiccato","Tomillo seco","Thym séché","乾燥百里香","乾燥タイム","Tomilho seco","干百里香",
"STR_CHEFZ_ITEM_DRIEDTHYME_DESC","Dried thyme. The heart of herb mix and hunter seasoning.","Dried thyme. The heart of herb mix and hunter seasoning.","Sušený tymián. Srdce bylinkové směsi i loveckého koření.","Getrockneter Thymian. Das Herz von Kräutermischung und Hunter Seasoning.","Сушёный тимьян. Сердце травяной смеси и охотничьей приправы.","Suszony tymianek. Serce mieszanki ziół i przyprawy myśliwskiej.","Szárított kakukkfű. A fűszernövény-keverék és a vadász fűszerkeverék lelke.","Timo essiccato. Il cuore del misto di erbe e delle spezie del cacciatore.","Tomillo seco. El corazón de la mezcla de hierbas y del sazón del cazador.","Thym séché. Le cœur du mélange d'herbes et des épices du chasseur.","乾燥百里香。香草混合料與獵人調味料的核心。","乾燥タイム。ハーブミックスとハンターシーズニングの要。","Tomilho seco. O coração da mistura de ervas e do tempero do caçador.","干百里香。香草混合料与猎人调味料的核心。",
"STR_CHEFZ_ITEM_DRIEDROSEMARY","Dried Rosemary","Dried Rosemary","Sušený rozmarýn","Getrockneter Rosmarin","Сушёный розмарин","Suszony rozmaryn","Szárított rozmaring","Rosmarino essiccato","Romero seco","Romarin séché","乾燥迷迭香","乾燥ローズマリー","Alecrim seco","干迷迭香",
"STR_CHEFZ_ITEM_DRIEDROSEMARY_DESC","Dried rosemary. Rare, aromatic, for meat and bread.","Dried rosemary. Rare, aromatic, for meat and bread.","Sušený rozmarýn. Vzácný, aromatický, k masu a pečivu.","Getrockneter Rosmarin. Selten, aromatisch, für Fleisch und Brot.","Сушёный розмарин. Редкий, душистый, к мясу и хлебу.","Suszony rozmaryn. Rzadki, aromatyczny, do mięsa i chleba.","Szárított rozmaring. Ritka, illatos, húshoz és kenyérhez.","Rosmarino essiccato. Raro, aromatico, per carne e pane.","Romero seco. Escaso, aromático, para carne y pan.","Romarin séché. Rare, aromatique, pour la viande et le pain.","乾燥迷迭香。稀有而濃香，適合肉類與麵包。","乾燥ローズマリー。手に入りにくいが香り高く、肉とパンに合う。","Alecrim seco. Raro, aromático, para carne e pão.","干迷迭香。稀有而浓香，适合肉类与面包。",
"STR_CHEFZ_ITEM_DRIEDWILDGARLIC","Dried Wild Garlic","Dried Wild Garlic","Sušený medvědí česnek","Getrockneter Bärlauch","Сушёная черемша","Suszony czosnek niedźwiedzi","Szárított medvehagyma","Aglio orsino essiccato","Ajo de oso seco","Ail des ours séché","乾燥熊蔥","乾燥ラムソン","Alho-urso seco","干熊葱",
"STR_CHEFZ_ITEM_DRIEDWILDGARLIC_DESC","Dried wild garlic. For sausage, meat and hunter seasoning.","Dried wild garlic. For sausage, meat and hunter seasoning.","Sušený medvědí česnek. Do klobás, k masu a do loveckého koření.","Getrockneter Bärlauch. Für Wurst, Fleisch und Hunter Seasoning.","Сушёная черемша. Для колбас, мяса и охотничьей приправы.","Suszony czosnek niedźwiedzi. Do kiełbas, mięsa i przyprawy myśliwskiej.","Szárított medvehagyma. Kolbászhoz, húshoz és a vadász fűszerkeverékhez.","Aglio orsino essiccato. Per salsicce, carne e spezie del cacciatore.","Ajo de oso seco. Para embutidos, carne y sazón del cazador.","Ail des ours séché. Pour la charcuterie, la viande et les épices du chasseur.","乾燥熊蔥。用於香腸、肉類與獵人調味料。","乾燥ラムソン。ソーセージ、肉、ハンターシーズニングに。","Alho-urso seco. Para linguiça, carne e tempero do caçador.","干熊葱。用于香肠、肉类与猎人调味料。",
"STR_CHEFZ_ITEM_DRIEDPAPRIKA","Dried Paprika","Dried Paprika","Sušené papriky","Getrocknete Paprika","Сушёный сладкий перец","Suszona papryka","Szárított paprika","Peperoni essiccati","Pimiento seco","Poivrons séchés","乾燥紅椒","乾燥パプリカ","Pimentão seco","干红椒",
"STR_CHEFZ_ITEM_DRIEDPAPRIKA_DESC","Dried paprika pods. A mortar turns them into powder.","Dried paprika pods. A mortar turns them into powder.","Sušené paprikové lusky. V hmoždíři z nich bude prášek.","Getrocknete Paprikaschoten. Ein Mörser macht Pulver daraus.","Сушёные стручки перца. В ступке из них получается порошок.","Suszone strąki papryki. W moździerzu zmienią się w proszek.","Szárított paprikahüvelyek. Mozsárban porrá törhetők.","Baccelli di peperone essiccati. Nel mortaio diventano polvere.","Vainas de pimiento secas. En el mortero se vuelven polvo.","Gousses de poivron séchées. Un mortier les réduit en poudre.","曬乾的紅椒莢。用研缽可以磨成粉。","乾燥させたパプリカの莢。すり鉢で粉にできる。","Vagens de pimentão secas. Um pilão as transforma em pó.","晒干的红椒荚。用研钵可以磨成粉。",
"STR_CHEFZ_ITEM_PAPRIKAPOWDER","Paprika Powder","Paprika Powder","Mletá paprika","Paprikapulver","Молотая паприка","Papryka mielona","Őrölt paprika","Paprica in polvere","Pimentón molido","Paprika en poudre","紅椒粉","パプリカパウダー","Páprica em pó","红椒粉",
"STR_CHEFZ_ITEM_PAPRIKAPOWDER_DESC","Ground paprika. Sausage, goulash, chili, stews.","Ground paprika. Sausage, goulash, chili, stews.","Mletá paprika. Klobásy, guláš, chilli, dušená jídla.","Gemahlene Paprika. Wurst, Gulasch, Chili, Eintöpfe.","Молотая паприка. Колбасы, гуляш, чили, рагу.","Mielona papryka. Kiełbasa, gulasz, chili, potrawki.","Őrölt paprika. Kolbász, gulyás, chili, pörköltek.","Paprica macinata. Salsicce, gulasch, chili, stufati.","Pimentón molido. Embutidos, gulash, chili, guisos.","Paprika moulu. Charcuterie, goulasch, chili, ragoûts.","研磨紅椒粉。香腸、燉牛肉、辣豆醬、燉菜皆宜。","挽いたパプリカ。ソーセージ、グヤーシュ、チリ、煮込みに。","Páprica moída. Linguiça, goulash, chili, ensopados.","研磨红椒粉。香肠、炖牛肉、辣豆酱、炖菜皆宜。",
"STR_CHEFZ_ITEM_DRIEDPEPPERCORNS","Dried Peppercorns","Dried Peppercorns","Sušený pepř v zrnech","Getrocknete Pfefferkörner","Сушёный перец горошком","Suszony pieprz ziarnisty","Szárított borsszemek","Grani di pepe essiccati","Granos de pimienta secos","Grains de poivre séchés","乾燥胡椒粒","乾燥した胡椒の粒","Grãos de pimenta secos","干胡椒粒",
"STR_CHEFZ_ITEM_DRIEDPEPPERCORNS_DESC","Dried peppercorns. Grind them in a mortar.","Dried peppercorns. Grind them in a mortar.","Sušená pepřová zrna. Rozemelte je v hmoždíři.","Getrocknete Pfefferkörner. Im Mörser zermahlen.","Сушёные горошины перца. Разотрите их в ступке.","Suszone ziarna pieprzu. Zetrzyj je w moździerzu.","Szárított borsszemek. Törd meg őket mozsárban.","Grani di pepe essiccati. Macinali nel mortaio.","Granos de pimienta secos. Muélelos en el mortero.","Grains de poivre séchés. À moudre au mortier.","曬乾的胡椒粒。用研缽磨碎。","乾燥した胡椒の粒。すり鉢で挽く。","Grãos de pimenta secos. Moa-os no pilão.","晒干的胡椒粒。用研钵磨碎。",
"STR_CHEFZ_ITEM_BLACKPEPPER","Black Pepper","Black Pepper","Černý pepř","Schwarzer Pfeffer","Чёрный перец","Pieprz czarny","Fekete bors","Pepe nero","Pimienta negra","Poivre noir","黑胡椒","黒胡椒","Pimenta-do-reino","黑胡椒",
"STR_CHEFZ_ITEM_BLACKPEPPER_DESC","Ground black pepper. The rarest of the everyday spices.","Ground black pepper. The rarest of the everyday spices.","Mletý černý pepř. Nejvzácnější z běžných koření.","Gemahlener schwarzer Pfeffer. Das seltenste der alltäglichen Gewürze.","Молотый чёрный перец. Самая редкая из повседневных приправ.","Mielony pieprz czarny. Najrzadsza z codziennych przypraw.","Őrölt fekete bors. A hétköznapi fűszerek közül a legritkább.","Pepe nero macinato. La più rara tra le spezie di tutti i giorni.","Pimienta negra molida. La más escasa de las especias corrientes.","Poivre noir moulu. La plus rare des épices du quotidien.","研磨黑胡椒。日常香料中最難得的一種。","挽いた黒胡椒。日常の香辛料の中で最も手に入りにくい。","Pimenta-do-reino moída. A mais rara das especiarias do dia a dia.","研磨黑胡椒。日常香料中最难得的一种。",
"STR_CHEFZ_ITEM_HERBMIX","Herb Mix","Herb Mix","Bylinková směs","Kräutermischung","Травяная смесь","Mieszanka ziół","Fűszernövény-keverék","Misto di erbe","Mezcla de hierbas","Mélange d'herbes","香草混合料","ハーブミックス","Mistura de ervas","香草混合料",
"STR_CHEFZ_ITEM_HERBMIX_DESC","Thyme, parsley and rosemary, ground together.","Thyme, parsley and rosemary, ground together.","Tymián, petržel a rozmarýn, společně rozemleté.","Thymian, Petersilie und Rosmarin, zusammen gemahlen.","Тимьян, петрушка и розмарин, смолотые вместе.","Tymianek, pietruszka i rozmaryn, zmielone razem.","Kakukkfű, petrezselyem és rozmaring, együtt őrölve.","Timo, prezzemolo e rosmarino, macinati insieme.","Tomillo, perejil y romero, molidos juntos.","Thym, persil et romarin, moulus ensemble.","百里香、歐芹與迷迭香一同研磨而成。","タイム、パセリ、ローズマリーを一緒に挽いたもの。","Tomilho, salsa e alecrim, moídos juntos.","百里香、欧芹与迷迭香一同研磨而成。",
"STR_CHEFZ_ITEM_HUNTERSEASONING","Hunter Seasoning","Hunter Seasoning","Lovecké koření","Hunter Seasoning","Охотничья приправа","Przyprawa myśliwska","Vadász fűszerkeverék","Spezie del cacciatore","Sazón del cazador","Épices du chasseur","獵人調味料","ハンターシーズニング","Tempero do caçador","猎人调味料",
"STR_CHEFZ_ITEM_HUNTERSEASONING_DESC","Salt, pepper, paprika, thyme and wild garlic. For game and hunter dishes.","Salt, pepper, paprika, thyme and wild garlic. For game and hunter dishes.","Sůl, pepř, paprika, tymián a medvědí česnek. Ke zvěřině a loveckým jídlům.","Salz, Pfeffer, Paprika, Thymian und Bärlauch. Für Wild und Jägergerichte.","Соль, перец, паприка, тимьян и черемша. Для дичи и охотничьих блюд.","Sól, pieprz, papryka, tymianek i czosnek niedźwiedzi. Do dziczyzny i dań myśliwskich.","Só, bors, paprika, kakukkfű és medvehagyma. Vadhúshoz és vadászételekhez.","Sale, pepe, paprica, timo e aglio orsino. Per selvaggina e piatti da cacciatore.","Sal, pimienta, pimentón, tomillo y ajo de oso. Para caza y platos de cazador.","Sel, poivre, paprika, thym et ail des ours. Pour le gibier et les plats de chasse.","鹽、胡椒、紅椒粉、百里香與熊蔥。專為野味與獵人料理而調。","塩、胡椒、パプリカ、タイム、ラムソン。ジビエと猟師料理向け。","Sal, pimenta, páprica, tomilho e alho-urso. Para caça e pratos de caçador.","盐、胡椒、红椒粉、百里香与熊葱。专为野味与猎人料理而调。",
"STR_CHEFZ_CAT_HERB","Herbs","Herbs","Bylinky","Kräuter","Травы","Zioła","Fűszernövények","Erbe aromatiche","Hierbas","Herbes","香草類","ハーブ類","Ervas","香草类",
"STR_CHEFZ_CAT_DRIED_HERB","Dried Herbs","Dried Herbs","Sušené bylinky","Getrocknete Kräuter","Сушёные травы","Zioła suszone","Szárított fűszernövények","Erbe essiccate","Hierbas secas","Herbes séchées","乾燥香草類","乾燥ハーブ類","Ervas secas","干燥香草类",
"STR_CHEFZ_CAT_SPICE","Spices","Spices","Koření","Gewürze","Специи","Przyprawy","Fűszerek","Spezie","Especias","Épices","香料類","香辛料類","Especiarias","香料类",
"STR_CHEFZ_TAG_HERB","Herb","Herb","Bylina","Kraut","Трава","Zioło","Fűszernövény","Erba aromatica","Hierba","Herbe","香草","ハーブ","Erva","香草",
"STR_CHEFZ_TAG_WILD_HERB","Wild Herb","Wild Herb","Planá bylina","Wildkraut","Дикорастущая трава","Dzikie zioło","Vadon termő fűszernövény","Erba selvatica","Hierba silvestre","Herbe sauvage","野生香草","野生ハーブ","Erva silvestre","野生香草",
"STR_CHEFZ_TAG_SPICE","Spice","Spice","Koření","Gewürz","Специя","Przyprawa","Fűszer","Spezia","Especia","Épice","香料","香辛料","Especiaria","香料",
"STR_CHEFZ_CAT_VEGETABLE","Vegetables","Vegetables","Zelenina","Gemüse","Овощи","Warzywa","Zöldségek","Verdure","Verduras","Légumes","蔬菜類","野菜類","Legumes","蔬菜类",
"STR_CHEFZ_CAT_ROOT_VEGETABLE","Root Vegetables","Root Vegetables","Kořenová zelenina","Wurzelgemüse","Корнеплоды","Warzywa korzeniowe","Gyökérzöldségek","Ortaggi a radice","Hortalizas de raíz","Légumes-racines","根莖類蔬菜","根菜類","Raízes e tubérculos","根茎类蔬菜",
"STR_CHEFZ_CAT_LEAF_VEGETABLE","Leaf Vegetables","Leaf Vegetables","Listová zelenina","Blattgemüse","Листовые овощи","Warzywa liściaste","Levélzöldségek","Ortaggi a foglia","Hortalizas de hoja","Légumes-feuilles","葉菜類蔬菜","葉菜類","Folhosos","叶菜类蔬菜",
"STR_CHEFZ_ITEM_DRIEDBERRIES","Dried Berries","Dried Berries","Sušené bobule","Getrocknete Beeren","Сушёные ягоды","Suszone jagody","Szárított bogyók","Bacche essiccate","Bayas secas","Baies séchées","乾燥漿果","ドライベリー","Bagas secas","干燥浆果",
"STR_CHEFZ_ITEM_DRIEDBERRIES_DESC","Rosehips and elderberries off the drying rack. They keep for months and swell back up in the pot.","Rosehips and elderberries off the drying rack. They keep for months and swell back up in the pot.","Šípky a bezinky ze sušáku. Vydrží měsíce a v hrnci znovu nabobtnají.","Hagebutten und Holunderbeeren vom Trockenrahmen. Sie halten monatelang und quellen im Topf wieder auf.","Шиповник и бузина с сушильной рамы. Хранятся месяцами и снова разбухают в котле.","Owoce dzikiej róży i czarnego bzu z suszarki. Trzymają się miesiącami i w garnku znów pęcznieją.","Csipkebogyó és bodza a szárítóállványról. Hónapokig eláll, a fazékban pedig újra megduzzad.","Cinorrodi e bacche di sambuco dall'essiccatoio. Durano mesi e nella pentola si rigonfiano.","Escaramujos y bayas de saúco del secadero. Aguantan meses y vuelven a hincharse en la olla.","Cynorhodons et baies de sureau sortis du séchoir. Ils se gardent des mois et regonflent dans la marmite.","從乾燥架上取下的薔薇果與接骨木果。可存放數月，下鍋後會重新脹開。","乾燥棚から下ろしたローズヒップとエルダーベリー。数か月もち、鍋の中でまた膨らむ。","Bagas de roseira-brava e de sabugueiro do secador. Duram meses e voltam a inchar na panela.","从干燥架上取下的蔷薇果与接骨木果。可存放数月，下锅后会重新胀开。",
"STR_CHEFZ_CAT_FRUIT","Fruit","Fruit","Ovoce","Obst","Фрукты","Owoce","Gyümölcs","Frutta","Fruta","Fruits","水果","果物","Fruta","水果",
"STR_CHEFZ_CAT_BERRY","Berries","Berries","Bobule","Beeren","Ягоды","Jagody","Bogyók","Bacche","Bayas","Baies","漿果","ベリー","Bagas","浆果",
"STR_CHEFZ_CAT_SWEETENER","Sweeteners","Sweeteners","Sladidla","Süßungsmittel","Подсластители","Substancje słodzące","Édesítők","Dolcificanti","Endulzantes","Édulcorants","甜味來源","甘味料","Adoçantes","甜味来源",
"STR_CHEFZ_CAT_CANNED_MEAT","Canned Meat","Canned Meat","Masová konzerva","Dosenfleisch","Мясные консервы","Mięso w puszce","Konzerv hús","Carne in scatola","Carne en lata","Viande en conserve","肉類罐頭","肉の缶詰","Carne enlatada","肉类罐头",
"STR_CHEFZ_CAT_CANNED_FISH","Canned Fish","Canned Fish","Rybí konzerva","Fischkonserve","Рыбные консервы","Ryba w puszce","Konzerv hal","Pesce in scatola","Pescado en lata","Poisson en conserve","魚類罐頭","魚の缶詰","Peixe enlatado","鱼类罐头",
"STR_CHEFZ_CAT_CANNED_FRUIT","Canned Fruit","Canned Fruit","Ovocná konzerva","Obstkonserve","Фруктовые консервы","Owoce w puszce","Konzerv gyümölcs","Frutta sciroppata","Fruta en lata","Fruits en conserve","水果罐頭","果物の缶詰","Fruta enlatada","水果罐头",
